D,CODE,T,Offense Description,NC General Statute,Offense Start Date,Offense End Date,CL,Class Start Date,Class End Date,DWI and IC Report,Max Date,(0) Offense Ongoing | (1) Offense Ended | (2) Free Text | (3) No Info Provided,
 ,3455,F,DELIVER MARIJUANA,90-95(A)(1),19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3456,F,DELIVER COCAINE,90-95(A)(1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3457,F,DELIVER HEROIN,90-95(A)(1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3458,F,DELIVER LSD,90-95(A)(1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3459,F,DELIVER SCH I CS,90-95(A)(1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3460,F,DELIVER SCH II CS,90-95(A)(1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3461,F,DELIVER SCH III CS,90-95(A)(1),19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3462,F,DELIVER SCH IV CS,90-95(A)(1),19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3463,F,DELIVER SCH V CS,90-95(A)(1),19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3464,F,DELIVER SCH VI CS,90-95(A)(1),19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3465,F,POSSESS METHAMPHETAMINE,90-95(A)(3),20050222,99999999,I,20050222,99999999,No,20050222,0,
 ,3466,F,SELL METHAMPHETAMINE,90-95(A)(1),20050222,99999999,G,20050222,99999999,No,20050222,0,
 ,3467,F,DELIVER METHAMPHETAMINE,90-95(A)(1),20050222,99999999,H,20050222,99999999,No,20050222,0,
 ,3468,F,CONSPIRE SELL METHAMPHETAMINE,90-98,20050222,99999999,G,20050222,99999999,No,20050222,0,
 ,3469,F,CONSPIRE DELIVER METH,90-98,20050222,99999999,H,20050222,99999999,No,20050222,0,
 ,3470,M,POSS MARIJ >1/2 TO 1 1/2 OZ,90-95(D)(4),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3471,F,PWIMSD METHAMPHETAMINE,90-95(A)(1),20050411,99999999,H,20050411,99999999,No,20050411,0,
 ,3472,M,EXCEED PSEUDO LIMITS,90-113.53,20060115,99999999,1,20060115,99999999,No,20060115,0,
 ,3473,M,EXCEED PSEUDO LIMITS 2 OFF,90-113.53,20060115,99999999,A1,20060115,99999999,No,20060115,0,
 ,3474,F,EXCEED PSEUDO LIMITS 3+ OFF,90-113.53,20060115,99999999,I,20060115,99999999,No,20060115,0,
 ,3475,F,SELL OR DELIV CS MINOR >13-<16,90-95(E)(5),19990101,99999999,D,19990101,99999999,No,19990101,0,
 ,3476,F,SELL OR DELIV CS MINOR <=13,90-95(E)(5),19990101,99999999,C,19990101,99999999,No,19990101,0,
 ,3477,F,M/S/D/P CS ON/NEAR PLAYGROUND,90-95(E)(10),20011201,20071130,E,20011201,99999999,No,20071130,1,
 ,3478,F,M/S/D/P CS AT CHILD CARE CTR,90-95(E)(8),20011201,20071130,E,20011201,99999999,No,20071130,1,
 ,3479,F,POSS/DIST PRECURSOR CHEMICAL,90-95(D1),20041116,20170809,H,20041116,20170809,No,20170809,1,
 ,3480,F,CONSPIRE SELL MARIJ,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3481,F,CONSPIRE SELL COCAINE,90-98,19971201,99999999,G,19971201,99999999,No,19971201,0,
 ,3482,F,CONSPIRE SELL HEROIN,90-98,19971201,99999999,G,19971201,99999999,No,19971201,0,
 ,3483,F,CONSPIRE SELL LSD,90-98,19971201,99999999,G,19971201,99999999,No,19971201,0,
 ,3484,F,CONSPIRE SELL SCH I CS,90-98,19971201,99999999,G,19971201,99999999,No,19971201,0,
 ,3485,F,CONSPIRE SELL SCH VI CS,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3486,F,CONTAMINATE FOOD/DRINK W/CS,14-401.16,19971201,99999999,H/G,19971201,99999999,No,19971201,0,
 ,3487,F,M/S/D/P CS W/N 1000FT SCHOOL,90-95(E)(8),20071201,99999999,E,20071201,99999999,No,20071201,0,
 ,3488,F,M/S/D/P CS AT CHILD CARE CTR,90-95(E)(8),20071201,99999999,E,20071201,99999999,No,20071201,0,
 ,3489,F,M/S/D/P CS W/N 1000FT OF PARK,90-95(E)(10),20071201,99999999,E,20071201,99999999,No,20071201,0,
 ,3490,F,CONSPIRE DELIVER MARIJ,90-98,19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3491,F,CONSPIRE DELIVER COCAINE,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3492,F,CONSPIRE DELIVER HEROIN,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3493,F,CONSPIRE DELIVER LSD,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3494,F,CONSPIRE DELIVER SCH I CS,90-98,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,3495,F,CONSPIRE DELIVER SCH VI CS,90-98,19971201,99999999,I,19971201,99999999,No,19971201,0,
 ,3496,F,TRAFFICK IN METHAMPHETAMINE,90-95(H)(3B),20090901,99999999,C/E/F,20090901,99999999,No,20090901,0,
 ,3497,F,TRAFFICK IN AMPHETAMINE,90-95(H)(3C),20090901,99999999,E/G/H,20090901,99999999,No,20090901,0,
 ,3498,F,POSS PSEUDO/PRIOR METH CONV,90-95(D1)(1)C,20131201,99999999,H,20131201,99999999,No,20131201,0,
*,3500,M,POSS DRUG PARAPHERNALIA,90-113.22,00000000,19910408,1, , ,No,19910408,1,
 ,3501,F,MANUFACTURE SCH I CS,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,3502,F,MANUFACTURE SCH II CS,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,3503,F,MANUFACTURE SCH III CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3504,F,MANUFACTURE SCH IV CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3505,F,MANUFACTURE SCH V CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3506,F,MANUFACTURE SCH VI CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3507,F,CREATE COUNTERFEIT CS,90-95(A)(2),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3508,F,SELL OR DELIVER SCH I CS,90-95(A)(1),00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3509,F,SELL OR DELIVER SCH II CS,90-95(A)(1),00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3510,F,SELL OR DELIVER SCH III CS,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
*,3511,F,SELL OR DELIVER SCH IV CS,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
*,3512,F,SELL OR DELIVER SCH V CS,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
*,3513,F,SELL OR DELIVER SCH VI CS,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
 ,3514,F,SELL OR DELIVER COUNTERFEIT CS,90-95(A)(2),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3515,F,PWIMSD SCH I CS,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,3516,F,PWIMSD SCH II CS,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,3517,F,PWIMSD SCH III CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3518,F,PWIMSD SCH IV CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3519,F,PWIMSD SCH V CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3520,F,PWIMSD SCH VI CS,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3521,F,PWISD COUNTERFEIT CS,90-95(A)(2),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3522,F,FELONY POSSESSION SCH I CS,90-95(A)(3),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3523,F,FELONY POSSESSION SCH II CS,90-95(A)(3),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3524,F,FELONY POSSESSION SCH III CS,90-95(A)(3),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3525,F,FELONY POSSESSION SCH IV CS,90-95(A)(3),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3526,F,FELONY POSSESSION SCH V CS,90-95(A)(3),00000000,20071018,I,19941001,99999999,No,20071018,1,
 ,3527,F,FELONY POSSESSION SCH VI CS,90-95(D)(4),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3528,F,TRAFFICKING IN MARIJUANA,90-95(H)(1),00000000,99999999,D/F/G/H,19941001,99999999,No,19941001,0,
 ,3529,F,TRAFFICKING IN METHAQUALONE,90-95(H)(2),00000000,99999999,D/F/G,19941001,99999999,No,19941001,0,
 ,3530,F,TRAFFICKING IN COCAINE,90-95(H)(3),00000000,99999999,D/F/G,19941001,99999999,No,19941001,0,
 ,3531,F,"TRAFFICKING, OPIUM OR HEROIN",90-95(H)(4),00000000,99999999,C/E/F,19941001,99999999,No,19941001,0,
 ,3532,F,CONSPIRE TO TRAFFIC IN MARIJ,90-95(H)(1),00000000,99999999,D/F/G/H,19941001,99999999,No,19941001,0,
 ,3533,F,CONSPIRE TRAFFIC METHAQUALONE,90-95(H)(2),00000000,99999999,D/F/G,19941001,99999999,No,19941001,0,
 ,3534,F,CONSPIRE TO TRAFFIC IN COCAINE,90-95(H)(3),00000000,99999999,D/F/G,19941001,99999999,No,19941001,0,
 ,3535,F,CONSPIRE TRAFFIC OPIUM/HEROIN,90-95(H)(4),00000000,99999999,C/E/F,19941001,99999999,No,19941001,0,
 ,3536,M,SIMPLE POSSESS SCH II CS (M),90-95(D)(2),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3537,M,SIMPLE POSSESS SCH III CS (M),90-95(D)(2),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3538,M,SIMPLE POSSESS SCH IV CS (M),90-95(D)(2),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3539,M,SIMPLE POSSESS SCH V CS (M),90-95(D)(3),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3540,M,SIMPLE POSSESS SCH VI CS (M),90-95(D)(4),00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,3541,F,MANUFACTURE MARIJUANA,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3542,F,SELL OR DELIVER MARIJUANA,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
*,3543,F,SELL MARIJUANA,90-95(A),00000000,19971130,I,19941001,19971130,No,19971130,1,
 ,3544,F,PWISD MARIJUANA,90-95(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3545,F,PWIMSD MARIJUANA,90-95(A)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3546,F,P/W/I/M MARIJUANA,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3547,F,P/W/I/S MARIJUANA,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3548,F,P/W/I/D MARIJUANA,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
 ,3549,F,FELONY POSSESSION MARIJUANA,90-95(D)(4),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3550,M,POSSESS MARIJUANA UP TO 1/2 OZ,90-95(D)(4),00000000,99999999,3,19941001,99999999,No,19941001,0,
*,3551,F,CONSPIRE SELL OR DELIVER MARIJ,90-98,00000000,19971130,I,19941001,19971130,No,19971130,1,
 ,3552,F,MANUFACTURE COCAINE,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
*,3553,F,SELL OR DELIVER COCAINE,90-95(A)(1),00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3554,F,SELL COCAINE,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
 ,3555,F,PWISD COCAINE,90-95(A),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,3556,F,PWIMSD COCAINE,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
*,3557,F,P/W/I/M COCAINE,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
*,3558,F,P/W/I/S COCAINE,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
*,3559,F,P/W/I/D COCAINE,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
 ,3560,F,FELONY POSSESSION OF COCAINE,90-95(D)(2),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3561,M,SIMPLE POSS COCAINE,90-95(A),00000000,19920224,1, , ,No,19920224,1,
*,3562,F,CONSP SELL OR DELIVER COCAINE,90-98,00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3563,F,SELL OR DELIVER HEROIN,90-95(A)(1),00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3564,F,SELL HEROIN,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
 ,3565,F,PWIMSD HEROIN,90-95(A)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
*,3566,F,P/W/I/S HEROIN,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
*,3567,F,P/W/I/D HEROIN,90-95(A),00000000,19950206,H,19941001,19950206,No,19950206,1,
 ,3568,F,POSSESS HEROIN,90-95(D)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3569,F,CONSP SELL OR DELIVER HEROIN,90-98,00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3570,F,SELL/DELIV HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3571,F,SELL HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3572,F,P/W/I/S/D HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3573,F,P/W/I/S HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3574,F,P/W/I/D HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3575,F,POSSESS HASHISH,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3576,M,SIMPLE POS HASHISH,90-95(A),00000000,19950206,1,19941001,19950206,No,19950206,1,
*,3577,F,CONSP SELL OR DELIV SCH VI CS,90-98,00000000,19971130,I,19941001,19971130,No,19971130,1,
*,3578,F,SELL OR DELIVER LSD,90-95(A)(1),00000000,19971130,I,19941001,19971130,No,19971130,1,
 ,3579,F,POSSESSION OF LSD,90-95(D)(1),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3580,F,CONSPIRE SELL OR DELIVER LSD,90-98,00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3581,F,POSS METHAQUALONE/QUAALUDE,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3582,M,POSS METHAQUALONE/QUAALUDE,90-95(A),00000000,19941003,Blank,19941001,19941003,No,19941003,1,
 ,3583,F,P/W/S/D METHAQUALONE/QUAALUDE,90-95(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,3584,F,CONSP SELL OR DELIVER SCH I CS,90-98,00000000,19971130,H,19941001,19971130,No,19971130,1,
*,3585,M,"SIM POS-CS-SCH II, III, IV",90-95(D),00000000,19950206,1,19941001,19950206,No,19950206,1,
 ,3586,M,INHALE TOXIC VAPORS,90-113.10,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3587,M,SELL TOXIC VAPORS SUBSTANCE,90-113.12,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3588,M,POSS TOXIC VAPORS SUBSTANCE,90-113.11,00000000,99999999,1,19941001,99999999,No,19941001,0,
*,3589,F,S/D OF CS,90-95,00000000,19941003,C/G/H/I,19941001,19941003,No,19941003,1,
*,3590,M,SIM POS - CS - SCH IV,90-95(D),00000000,19941003,1,19941001,19941003,No,19941003,1,
*,3591,F,MFG/CREATE CS,90-95(A),00000000,19941003,I,19941001,19941003,No,19941003,1,
*,3592,M,CS - SCH VI,90-95(D),00000000,19941003,3/1,19941001,19941003,No,19941003,1,
*,3593,F,CS - P/W/I/S/M ETC,90-95(A),00000000,19941003,C/G/H/I,19941001,19941003,No,19941003,1,
*,3594,F,SELL OR DELIV CS TO CHILD < 16,90-95(E)(5),00000000,19981231,D,19970101,19981231,No,19981231,1,
*,3595,F,"SIM POS-CS-SCH II, III, IV",90-95(D),00000000,19950206,I,19941001,19950206,No,19950206,1,
*,3596,F,SIM POS-CS-SCH VI,90-95(D),00000000,19950206,I, , ,No,19950206,1,
 ,3597,F,PROVIDING DRUGS TO INMATE,14-258.1(A),00000000,20171130,H,19941001,20171130,No,20171130,1,
*,3598,F,GROWING MARIJUANA,90-95(A),00000000,19950206,I,19941001,19950206,No,19950206,1,
 ,3599,Free Text,DANGEROUS DRUGS - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,3601,F,DISCLOSE PRIVATE IMAGES/ADULT,14-190.5A(B),20151201,99999999,H,20151201,99999999,No,20151201,0,
 ,3602,M,DISC PRIV IMAGES/MINOR 1ST,14-190.5A(B),20151201,99999999,1,20151201,99999999,No,20151201,0,
 ,3603,F,DISC PRIV IMAGES/MINOR SUBOFN,14-190.5A(B),20151201,99999999,H,20151201,99999999,No,20151201,0,
 ,3604,M,MISDEMEANOR INCEST,14-179,00000000,20021130,1,19941001,20021130,No,20021130,1,
 ,3605,M,INDECENT EXPOSURE,14-190.9,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3606,F,INDEC EXPOSURE DEF>=18 VIC<16,14-190.9(A1),20051201,20231130,H,20051201,20231130,No,20231130,1,
 ,3607,F,FELONY INCEST,14-178,00000000,20021130,F,19941001,20021130,No,20021130,1,
*,3608,M,MISD DISSEMINATE OBSCENITY,14-190.1,00000000,19941003,Blank, , ,No,19941003,1,
 ,3609,F,FELONY DISSEMINATE OBSCENITY,14-190.1,00000000,20231130,I,19941001,20231130,No,20231130,1,
 ,3610,F,FIRST DEG SEX EXPLOIT MINOR,14-190.16,20020105,99999999,D,20020105,20081130,No,20081130,1,
 ,3610,F,FIRST DEG SEX EXPLOIT MINOR,14-190.16,20020105,99999999,C,20081201,99999999,No,20081201,0,
 ,3611,F,SECOND DEG SEX EXPLOIT MINOR,14-190.17,20020105,99999999,F,20020105,20081130,No,20081130,1,
 ,3611,F,SECOND DEG SEX EXPLOIT MINOR,14-190.17,20020105,99999999,E,20081201,99999999,No,20081201,0,
 ,3612,F,THIRD DEG SEX EXPLOIT MINOR,14-190.17A,20020105,99999999,I,20020105,20081130,No,20081130,1,
 ,3612,F,THIRD DEG SEX EXPLOIT MINOR,14-190.17A,20020105,99999999,H,20081201,99999999,No,20081201,0,
 ,3613,F,DISSEM OBSCENITY,14-190.1,20231201,99999999,I,20231201,99999999,No,20231201,0,
 ,3614,F,DISSEM OBSCENITY IN PRES <18,14-190.1,20231201,99999999,H,20231201,99999999,No,20231201,0,
 ,3615,M,DISPLAY MATERIAL HARMFUL MINOR,14-190.14,19941001,99999999,1,19941001,20050321,No,20050321,1,
 ,3615,M,DISPLAY MATERIAL HARMFUL MINOR,14-190.14,19941001,99999999,2,20050322,99999999,No,20050322,0,
 ,3616,M,DISSEM MTRL/PERFORM HARMFL MIN,14-190.15,19941001,99999999,1,19941001,99999999,No,19941001,0,
 ,3617,F,INDECENT EXPOSURE PUB PI MINOR,14-190.9(A1),20231201,99999999,H,20231201,99999999,No,20231201,0,
 ,3618,F,SEXUAL EXTORTION/ADULT,14-202.7(B)(1),20241201,99999999,F,20241201,99999999,No,20241201,0,
 ,3619,F,COM/ATT SEX PENET HUMAN REMAIN,14-401.22(C),20111201,99999999,I,20111201,99999999,No,20111201,0,
 ,3620,F,CRIME AGAINST NATURE,14-177,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3621,F,ATT STAT RAPE OF CHILD BY ADLT,14-27.23,20240301,99999999,B2,20240301,99999999,No,20240301,0,
 ,3622,M,USE OF PREMISES INDEC EXPOSURE,14-190.9,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3623,F,ATT STAT SEX OFF W/CHLD BY ADT,14-27.28,20240301,99999999,B2,20240301,99999999,No,20240301,0,
 ,3624,M,FORNICATION AND ADULTERY,14-184,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,3625,F,SOLICIT CHILD BY COMPUTER,14-202.3(A),20051201,99999999,H,20051201,99999999,No,20051201,0,
*,3626,M,OCCUPY ROOM IMMORAL PURPOSES,14-186,00000000,19941003,2,19941001,19941003,No,19941003,1,
 ,3627,M,SEXUAL EXTORTION/MINOR,14-202.7(B)(2),20241201,99999999,1,20241201,99999999,No,20241201,0,
 ,3628,F,ATT CRIME AGAINST NATURE (F),14-177,00000000,20040727,I, , ,No,20040727,1,
 ,3629,F,SEXUAL EXTORTION/MINOR 2ND/SUB,14-202.7(B)(3),20241201,99999999,F,20241201,99999999,No,20241201,0,
 ,3630,M,ATT CRIME AGAINST NATURE (M),14-177,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3631,F,INCEST CHILD < 13 DEF >= 4,14-178(B)(1)(A),20021201,99999999,B1,20021201,99999999,No,20021201,0,
 ,3632,F,INCEST CHILD 13/14/15 DEF >= 6,14-178(B)(1)(B),20021201,99999999,B1,20021201,99999999,No,20021201,0,
 ,3633,F,INCEST CHILD 13/14/15 DEF> 4<6,14-178(B)(2),20021201,99999999,C,20021201,99999999,No,20021201,0,
 ,3634,F,INCEST,14-178(B)(3),20021201,99999999,F,20021201,99999999,No,20021201,0,
 ,3635,F,RAPE OF A CHILD,14-27.2A(A),20081201,20151130,B1,20081201,20151130,No,20151130,1,
 ,3636,F,SEXUAL OFFENSE WITH A CHILD,14-27.4A(A),20081201,20151130,B1,20081201,20151130,No,20151130,1,
 ,3637,F,SEX OFFENDER/CHILD PREMISES,14-208.18(A),20081201,99999999,H,20081201,99999999,No,20081201,0,
 ,3638,F,SOLICIT BY COMPUTER/ APPEAR,14-202.3(C)(2),20081201,99999999,G,20081201,99999999,No,20081201,0,
 ,3639,F,SEX OFFR USE SOCIAL WEBSITE,14-202.5(A),20081201,20191130,I,20081201,20191130,No,20191130,1,
 ,3640,F,STAT RAPE OF CHILD BY ADULT,14-27.23,20151201,99999999,B1,20151201,99999999,No,20151201,0,
 ,3641,F,STAT SEX OFF W/CHILD BY ADULT,14-27.28,20151201,99999999,B1,20151201,99999999,No,20151201,0,
 ,3642,F,HIGH-RISK SEX OFF ONLINE COND,14-202.5,20191201,99999999,H,20191201,99999999,No,20191201,0,
 ,3643,F,AGGRAVATED SEXUAL EXTORTION,14-202.7(C),20241201,99999999,E,20241201,99999999,No,20241201,0,
 ,3644,F,OBSC VIS REP SEX EXPLOIT MINOR,14-190.17(C)(A),20241201,99999999,E,20241201,99999999,No,20241201,0,
 ,3645,F,OBSC VIS REP SEX EXPLOIT MINOR,14-190.17(C)(B),20241201,99999999,H,20241201,99999999,No,20241201,0,
 ,3699,Free Text,SEX OFFENSE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
*,3705,M,DISSEMINATION OF OBSCENITY,14-190.1,00000000,19940606,Blank, , ,No,19940606,1,
*,3706,F,DISSEMINATION OF OBSCENITY,14-190.1,00000000,19940606,H/I, , ,No,19940606,1,
*,3799,Free Text,OBSCENITY - FREE TEXT, ,00000000,19940606,??,19941001,19940606,No,19941001,2,
 ,3801,M,MISD CRIME OF DOM VIOLENCE,14-32.5,20231201,99999999,A1,20231201,99999999,No,20231201,0,
*,3802,F,FELONY CHILD ABUSE,14-318.4,00000000,19970109,E,19941001,19970109,No,19970109,1,
 ,3803,M,FAIL RPT CRIME AGNST JUVENILE,14-318.6(B),20191201,99999999,1,20191191,99999999,No,20191201,0,
 ,3804,F,BIGAMY,14-183,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3805,M,CONTRIBUTING DEL OF JUVENILE,14-316.1,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,3806,M,TOBACCO VENDING MACH SALE VIOL,14-313(B1),19971201,99999999,2,19971201,99999999,No,19971201,0,
 ,3807,M,PURCHASE/RECV CIG/TOBACCO < 18,14-313(C),19971201,99999999,2,19971201,99999999,No,19971201,0,
 ,3808,M,SELL/DIS TOBACCO PROD TO MINOR,14-313,19951201,99999999,2,19951201,99999999,No,19951201,0,
*,3810,M,IV-D BASTARDY,49-2,00000000,19910610,2,19941001,19941003,No,19941003,1,
*,3812,M,NON IV-D BASTARDY,49-2,00000000,19910610,2,19941001,19941003,No,19941003,1,
*,3818,M,ABANDON/NON-SUPPORT OF CHILD,14-322.1,00000000,19930429,I, , ,No,19930429,1,
*,3820,M,INADEQ SUPPORT OF FAMILY(R/83),14-325,00000000,19910325,Blank, , ,No,19910325,1,
 ,3822,M,SCHOOL ATTENDANCE LAW VIOL,115C-378,00000000,99999999,3,19941001,20051130,No,20051130,1,
 ,3822,M,SCHOOL ATTENDANCE LAW VIOL,115C-378,00000000,99999999,1,20051201,99999999,No,20051201,0,
*,3824,M,ILLEGITIMATE CHILD/NON-SUPPORT,49-2,00000000,19941207,2,19941001,19941207,No,19941207,1,
*,3826,M,ABANDON DEPENDENT SPOUSE,14-322,00000000,19941003,1/2,19941001,19941003,No,19941003,1,
 ,3827,M,NON IV-D NONSUPPORT SPOUSE,14-322(C),00000000,20071130,1/2,19941001,99999999,No,20071130,1,
*,3828,M,NON-SUPPORT DEP SPOUSE/CHILD,14-322,00000000,19930511,1/2, , ,No,19930511,1,
*,3829,M,NON-SUPPORT OF CHILD,14-322(D),00000000,19930522,1/2, , ,No,19930522,1,
 ,3830,F,CONCEALING BIRTH OF A CHILD,14-46,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3832,M,EXPOSING CHILDREN TO FIRE,14-318,19941001,99999999,1,19941001,99999999,No,19941001,0,
 ,3833,M,EXHIBITION OF CERTAIN CHILDREN,110-20.1,19941001,99999999,3,19941001,99999999,No,19941001,0,
 ,3834,M,MISDEMEANOR CHILD ABUSE,14-318.2,00000000,99999999,1,19941001,20081130,No,20081130,1,
 ,3834,M,MISDEMEANOR CHILD ABUSE,14-318.2,00000000,99999999,A1,20081201,99999999,No,20081201,0,
 ,3835,F,INT CHILD ABUSE-SER PHYS INJ,14-318.4(A),19941001,99999999,E,19941001,20131130,No,20131130,1,
 ,3835,F,INT CHILD ABUSE-SER PHYS INJ,14-318.4(A),19941001,99999999,D,20131201,99999999,No,20131201,0,
 ,3836,F,FELONY CHILD ABUSE-PROSTITUTN,14-318.4(A1),19941001,99999999,E,19941001,20131130,No,20131130,1,
 ,3836,F,FELONY CHILD ABUSE-PROSTITUTN,14-318.4(A1),19941001,99999999,D,20131201,99999999,No,20131201,0,
 ,3837,F,FELONY CHILD ABUSE -SEXUAL ACT,14-318.4(A2),19941001,99999999,E,19941001,20131130,No,20131130,1,
 ,3837,F,FELONY CHILD ABUSE -SEXUAL ACT,14-318.4(A2),19941001,99999999,D,20131201,99999999,No,20131201,0,
 ,3838,F,INT CHILD ABUSE-SER BOD INJ,14-318.4(A3),19991201,99999999,C,19991201,20131130,No,20131130,1,
 ,3838,F,INT CHILD ABUSE-SER BOD INJ,14-318.4(A3),19991201,99999999,B2,20131201,99999999,No,20131201,0,
 ,3840,F,FELONY CUSTODY ORDER VIOLATION,14-320.1,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,3841,F,NEG CHILD ABUSE-SER BOD INJ,14-318.4(A4),20081201,99999999,E,20081201,99999999,No,20081201,0,
