D,CODE,T,Offense Description,NC General Statute,Offense Start Date,Offense End Date,CL,Class Start Date,Class End Date,DWI and IC Report,Max Date,(0) Offense Ongoing | (1) Offense Ended | (2) Free Text | (3) No Info Provided,
 ,6041,M,BARBERING W/O CERTIFICATE,86A-1,00000000,20221231,3,19941001,20221130,No,20221231,1,
 ,6042,M,NO BARBER SHOP/SCHOOL PERMIT,86A-1,00000000,20221231,3,19941001,20221130,No,20221231,1,
 ,6043,M,PRACTICE MEDICINE W/O LICENSE,90-18(A),20011201,99999999,1,20011201,99999999,No,20011201,0,
 ,6044,M,PUBLIC HEALTH VIOLATION,130A-25,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6045,M,FAIL TO REPORT FOR TB TREATMNT,130A-144(F),00000000,99999999,Blank, , ,No,00000000,3,
 ,6046,M,SEWAGE DISPOSAL VIOLATION,130A-335,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6048,F,DUMP TOXIC SUBSTANCES,14-284.2,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,6049,F,PRACT MEDICINE W/ NON-NC LIC,90-18(A),20051201,99999999,I,20051201,99999999,No,20051201,0,
 ,6099,Free Text,HEALTH LAW - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
*,6170,F,CONTROLLED SUBSTANCE TAX CRIME,105-113.110,19900130,19951019,I,19941001,19951019,No,19951019,1,
*,6175,M,TAX ON DRUGS,105-113.111,00000000,19941003,Blank,19941001,19941003,No,19941003,1,
 ,6180,M,FAIL TO FILE/PAY INCOME TAX,105-236,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6181,M,FAIL TO WITHHOLD TAX,105-236(A)(8),20040618,99999999,1,20040618,99999999,No,20040618,0,
 ,6185,F,AID/ASSIST FRAUD TAX RETURN,105-236(A)(9A),00000000,20021130,I,19941001,19981130,No,20021130,1,
 ,6185,F,AID/ASSIST FRAUD TAX RETURN,105-236(A)(9A),00000000,20021130,H,19981201,99999999,No,20021130,1,
 ,6186,F,TAX FRAUD BY PREPARER >= $100K,105-236(A)(9A),20021201,99999999,C,20021201,99999999,No,20021201,0,
 ,6187,F,TAX FRAUD BY PREPARER < $100K,105-236(A)(9A),20021201,99999999,F,20021201,99999999,No,20021201,0,
 ,6188,F,ATTEMPT TO EVADE OR DEFEAT TAX,105-236(A)(7),00000000,99999999,I,19941001,19981130,No,19981130,1,
 ,6188,F,ATTEMPT TO EVADE OR DEFEAT TAX,105-236(A)(7),00000000,99999999,H,19981201,99999999,No,19981201,0,
 ,6189,F,TAX FRAUD BY NON-PREPARER,105-236(A)(9A),20021201,99999999,H,20021201,99999999,No,20021201,0,
 ,6190,M,FAIL TO FILE/PAY SALES TAX,105-236,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6195,M,FAIL TO LIST PROPERTY FOR TAX,105-308,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,6199,Free Text,TAX REVENUE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,6200,M,WRC RULES VIOLATION WAIVABLE,113-134,20250416,99999999,3,20250416,99999999,No,20250416,0,
 ,6201,M,NO TROUT LICENSE - NR,113-272,20071019,20190831,Blank,20071019,20190831,No,20190831,1,
 ,6202,M,FISHING WITHOUT A LICENSE-NR,113-270.1B(A),20071019,20131130,Blank,20071019,20131130,No,20131130,1,
 ,6203,M,HUNTING WITHOUT A LICENSE-NR,113-270.1B(A),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6204,M,TRAP WITHOUT A LICENSE-NR,113-270.1B(A),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6205,M,INSTIGATE CRUELTY TO ANIMALS,14-361,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6206,F,CRUELTY TO ANIMALS(F),14-360(B),19990101,99999999,I,19990101,20101130,No,20101130,1,
 ,6206,F,CRUELTY TO ANIMALS(F),14-360(B),19990101,99999999,H,20101201,99999999,No,20101201,0,
 ,6207,M,FISHING WITHOUT A LICENSE,113-270.1B(A),19950701,20131130,Blank,19950701,20131130,No,20131130,1,
 ,6208,M,HUNTING WITHOUT A LICENSE,113-270.1B(A),19971201,99999999,Blank,19950701,99999999,No,19971201,0,
 ,6209,M,TRAP WITHOUT A LICENSE,113-270.1B(A),19950701,99999999,Blank,19950701,99999999,No,19950701,0,
 ,6210,M,CRUELTY TO ANIMALS(M),14-360(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6211,M,ABANDONMENT OF AN ANIMAL,14-361.1,00000000,99999999,2,19941001,99999999,No,19941001,0,
*,6212,M,FISHING WITHOUT A LICENSE,113-271,00000000,19971130,3,19941001,19971130,No,19971130,1,
 ,6213,M,NO TROUT LICENSE,113-272,00000000,20190831,3,19941001,20190831,No,20190831,1,
 ,6214,M,NO HUNTING LICENSE,113-270.2,00000000,20121130,3,19941001,20121130,No,20121130,1,
 ,6215,M,NO BIG GAME LICENSE,113-270.3,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6216,M,MOTORVESSEL W/O LIFESAVING DEV,75A-6,00000000,20131130,3,19941001,20131130,No,20131130,1,
 ,6217,M,HUNT/FISH/TRAP-NO GAME LICENSE,113-270.3,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6219,M,UNLAWFULLY TAKE MIG GAME BIRD,113-294(M),20040618,99999999,2,20040618,99999999,No,20040618,0,
 ,6220,M,SELLING/BUYING WILDLIFE,113-294,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,6221,M,TAKE GAME DURING CLOSED SEASON,113-264(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,6222,M,EXCEEDING GAME LIMIT,113-291,00000000,99999999,Blank,19941001,99999999,No,19941001,0,
 ,6223,M,OPER MOTORVESSEL INVALID NUM,75A-4,00000000,20131130,3,19941001,20131130,No,20131130,1,
 ,6224,M,BOATING W/O REQ LIGHTS/EQUIP,75A-6,00000000,20131130,3,19941001,20131130,No,20131130,1,
 ,6225,M,USE UNPLUGGED SHOTGUN,113-291.1(F),00000000,99999999,Blank,19941001,99999999,No,19941001,0,
 ,6226,M,POSS DEER TAKEN CLOSED SEASON,113-294(D),20020105,99999999,3,20020105,99999999,No,20020105,0,
 ,6229,M,KILL ANIMAL BY STARVATION (M),14-360(A1),20071201,20101130,A1,20071201,20101130,No,20101130,1,
 ,6230,M,DWI - MOTOR BOAT/VESSEL,75A-10(B1),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,6231,M,FISH WITH UNLAWFUL BAIT,113-134,19941001,99999999,Blank,19941001,99999999,No,19941001,0,
 ,6232,M,POSS NATURAL BAIT/TROUT WATERS,113-135,20020105,99999999,2/3,20020105,99999999,No,20020105,0,
 ,6233,M,TOW WATER SKI W/O OBSERVER,75A-13(A),20071019,20131130,3,20071019,20131130,No,20131130,1,
 ,6234,M,PERSONAL WATERCRAFT VIOL,75A-13.3,20071019,20131130,3,20071019,20131130,No,20131130,1,
 ,6235,M,VESS ON WATER FAIL STOP ORD LE,75A-17(E),20071019,99999999,2,20071019,99999999,No,20071019,0,
 ,6236,M,MOTORVESSEL NUMBERING OFFENSES,75A-4,20071019,20131130,3,20071019,20131130,No,20131130,1,
 ,6237,M,BOAT ACCESS AREA-OTHER PURPOSE,113-264(A),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,6238,M,TOW WATER SKI W/O LIFE/MIRROR,75A-13(A),20071019,20131130,3,20071019,20131130,No,20131130,1,
 ,6239,M,BOAT ACCESS IMPEDE BY OBSTRUCT,113-264(A),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,6240,M,SPOTLIGHT DEER/NIGHT DEER HUNT,113-294(E),00000000,99999999,2,19941001,19950930,No,19950930,1,
 ,6240,M,SPOTLIGHT DEER/NIGHT DEER HUNT,113-294(E),00000000,99999999,2,19951001,99999999,No,19951001,0,
 ,6242,M,SHINE/SWEEP LIGHT FOR DEER,113-291.1(E1),00000000,99999999,Blank,19941001,99999999,No,19941001,0,
 ,6243,M,CAMPING VIOLATIONS,143B-135.16,20151201,20171130,3,20151201,20171130,No,20171130,1,
 ,6244,M,OPEN BURNING WHEN PROHIBITED,113-60.25,00000000,20110630,3,19941001,20110630,No,20110630,1,
 ,6246,M,FAIL REPORT/TAG BIG GAME,113-270.3(C),00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6247,M,WILDLIFE COMPACT VIOLATION,113-300.8,20081201,99999999,1,20081201,99999999,No,20081201,0,
 ,6248,M,LITTER GAMELAND/ACCESS AREA,113-264(A),00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6249,M,MOTORVESSEL FIRE EXTINGUSH VIO,75A-6,20081201,20131130,3,20081201,20131130,No,20131130,1,
 ,6250,M,HUNT/FISH POST PROP NO PERMIT,113-285,00000000,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6251,M,HUNT FROM STATE ROAD,LOCAL ORDINANC,20040618,99999999,3,20040618,99999999,No,20040618,0,
 ,6252,M,HUNT FROM MOTOR VEHICLE,113-291.1(B)(1),00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6254,M,DRIVE ON GAMELANDS ILLEGALLY,113-135,00000000,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6255,M,OPERT ATV SANDHILLS/GAMELAND,113-264,20020105,99999999,1,20020105,99999999,No,20020105,0,
 ,6256,M,EXCEEDING NO WAKE SPEED,75A-15,00000000,20131130,3,19941001,20131130,No,20131130,1,
 ,6257,M,UNLAWFUL USE BOAT ACCESS AREA,113-264(A),20020105,20060921,1,20020105,99999999,No,20060921,1,
 ,6258,M,CAMPING VIOLATIONS,113-35(A),00000000,20151130,3,19941001,20151130,No,20151130,1,
 ,6259,F,DOG FIGHTING,14-362.2,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,6260,M,COCKFIGHTING,14-362,00000000,20051129,2,19941001,99999999,No,20051129,1,
 ,6261,M,ANIMAL FIGHTING,14-362.1,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,6262,M,TAKE SHRIMP IN CLOSED AREA,113-187,00000000,99999999,2,19941001,19970831,No,19970831,1,
 ,6262,M,TAKE SHRIMP IN CLOSED AREA,113-187,00000000,99999999,A1,19970901,99999999,No,19970901,0,
 ,6263,F,COCKFIGHTING,14-362,20051201,99999999,I,20051201,99999999,No,20051201,0,
 ,6264,M,FISH TROUT WATER CLOSED SEASON,113-292,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,6265,M,POSS <=3 MTN TROUT CLOSED SEAS,113-292,20071019,99999999,3,20071019,99999999,No,20071019,0,
 ,6266,M,COMM FISHING NO VESSEL LICENSE,113-152,00000000,20071018,Blank,19941001,99999999,No,20071018,1,
 ,6267,M,COM/MECH FISH NO SHELLFISH LIC,113-154(A),19941001,20071018,2/3,19941001,99999999,No,20071018,1,
 ,6268,M,GILL NET VIOLATION,113-152,00000000,20071018,Blank,19941001,99999999,No,20071018,1,
 ,6269,M,CRAB OR CRAB POT VIOLATION,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6271,M,NEGLIGENT HUNTING,113-290.1,19910101,99999999,1/2,19941001,99999999,No,19941001,0,
 ,6272,M,POSS FIREARM CLOSED SEASON,113-135,20020105,99999999,2/3,20020105,99999999,No,20020105,0,
 ,6273,M,TAKE/POSSESS UNDERSIZE CRABS,113-135(A),20211201,99999999,2/3,20211201,99999999,No,20211201,0,
 ,6274,M,TAKE/POSS UNDERSIZE FINFISH,113-135(A),20211201,99999999,2/3,20211201,99999999,No,20211201,0,
 ,6275,M,TAKE/POSS UNDERSIZE LOBSTER,113-135(A),20211201,99999999,2/3,20211201,99999999,No,20211201,0,
 ,6276,M,POSSESS OVERSIZED RED DRUM,15ANCAC3M.0501,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6279,M,POUND NET OR STAKES VIOLATION,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6280,M,TAKE/POSS UNDERSIZE FISH,113-135(A),20040618,99999999,2/3,20040618,99999999,No,20040618,0,
 ,6281,M,TAKE SHELLFISH POLLUTED WATER,113-187(D)(1),19941001,99999999,2,19941001,19970831,No,19970831,1,
 ,6281,M,TAKE SHELLFISH POLLUTED WATER,113-187(D)(1),19941001,99999999,A1,19970901,99999999,No,19970901,0,
 ,6282,M,TAKE/POSS UNDERSIZE BLUEFISH,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6283,M,TAKE/POSS UNDERSIZE CLAMS,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6284,M,TAKE/POSS UNDERSIZE FLOUNDER,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6285,M,TAKE/POSS UNDERSIZE OYSTERS,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6286,M,TAKE/POSS UNDERSIZE RED DRUM,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6287,M,TAKE/POSS UNDERSIZE SPOT TROUT,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6288,M,TAKE/POSS UNDERSIZE STRPD BASS,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6289,M,TAKE/POSS UNDERSIZE WEAKFISH,113-135(A),19941001,99999999,2/3,19941001,99999999,No,19941001,0,
 ,6291,F,KILL ANIMAL BY STARVATION (F),14-360(A1),20101201,99999999,H,20101201,99999999,No,20101201,0,
 ,6299,Free Text,WILDLIFE - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,6300,M,GS 113 MISDEMEANOR WAIVABLE,113-,20250416,99999999,3,20250416,99999999,No,20250416,0,
 ,6301,M,EXCEED LIMIT BLUE CRAB BY<=20%,15ANCAC3L.0201,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6302,M,EXCEED LIMIT BLUE CRAB BY>20%,15ANCAC3L.0201,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6303,M,EXCEED LIMIT SHELLFISH BY<=20%,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6304,M,EXCEED LIMIT SHELLFISH BY >20%,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6305,M,OYS/CLAM/MUS W/O HARVEST TAG,113-134.1,20171201,99999999,Blank,20171201,99999999,No,20171201,0,
 ,6306,M,EXCEED LIMIT FINFISH BY<=50%,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6307,M,EXCEED LIMIT OF FINFISH BY>50%,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6308,M,TRAWL IN CLOSED AREA,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6309,M,TAKE/POSS UNDERSIZED SCALLOPS,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6310,M,TAKE/POS OYS/SCL CLSD SEAS/DAY,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6311,M,TAKE/POS FINFISH CLSD SEAS/DAY,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6312,M,GILL NET/EQUIP/OPER VIOLATIONS,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6313,M,CHANNEL NET VIOLATIONS,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6314,M,POSS FINFISH W/O HEAD/TAIL,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6315,M,PROHIBITED GEAR NURSERY AREA,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6316,M,OYS/CLAM/MUS W/O HARVEST TAG,113-134.1,20071019,20171130,Blank,20071019,20171130,No,20171130,1,
 ,6317,M,REPORTING/TRIP TICKET VIOL,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6318,M,TAKE CLAM MECH MTHD CLSD AR/SE,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6319,M,FISHING LEASE VIOLATIONS,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6320,M,PROCLAMATION VIOLATION,113-135(A),20241201,99999999,2,20241201,20250715,No,20250715,1,
 ,6320,M,PROCLAMATION VIOLATION,113-135(A),20241201,99999999,3,20241201,99999999,No,20241201,0,
 ,6321,M,TAKE/UNLD OYS/CLM SUN/AT NIGHT,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6322,M,TAKE/POS SHRIMP CLSD SEAS/PER,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6323,M,TAKE/POSS NASS GRP/JEWFSH/STRG,113-134.1,20071019,20171130,Blank,20071019,20171130,No,20171130,1,
 ,6324,M,TAKE/POSS NASS GRP/GOLTH/STRG,113-134.1,20171201,99999999,Blank,20171201,99999999,No,20171201,0,
 ,6325,M,FISH/GEAR TAX RECEIPT DOC VIOL,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6326,M,REC POSS/SELL/TAKE SHELLFISH,113-135(A),20241201,99999999,2/3,20241201,99999999,No,20241201,0,
 ,6327,M,TAKE/POSSESS UNDERSIZED EEL,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6328,M,EXCEED LIMIT SHRIMP BY<=20%,15ANCAC3L.0105,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6329,M,EXCEED LIMIT SHRIMP BY>20%,15ANCAC3L.0105,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6330,M,EXCEED LIMIT LOBSTER BY<=20%,02NCAC60B.1019,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6331,M,EXCEED LIMIT LOBSTER BY>20%,15ANCAC3L.0301,20211201,99999999,Blank,20211201,99999999,No,20211201,0,
 ,6332,M,GENERAL PERMIT VIOLATION,113-187(D),20241201,99999999,A1,20241201,99999999,No,20241201,0,
 ,6333,M,UNLAWFUL SALE OF FISH,113-168.4,20241201,99999999,A1,20241201,99999999,No,20241201,0,
 ,6334,M,FISH DEALER LICENSE VIOLATION,113-169.3,20241201,99999999,A1,20241201,99999999,No,20241201,0,
 ,6335,M,UNLAWFUL POSS/TRANSP/SALE FISH,113-183,20241201,99999999,Blank,20241201,99999999,No,20241201,0,
 ,6336,M,INJURE/DESTROY/STEAL FISH GEAR,113-268,20241201,99999999,A1,20241201,99999999,No,20241201,0,
 ,6340,M,FALSE STMT AQUACULTURE LEASE,113-217(O),20171201,99999999,1,20171201,99999999,No,20171201,0,
 ,6341,M,IMP TAKE MENHADEN/THREAD HERR,113-187(E),20130101,99999999,A1,20130101,99999999,No,20130101,0,
 ,6342,M,EXCEED PERSONAL SHELLFISH LIMT,113-169.2,20071019,20131130,Blank,20071019,20131130,No,20131130,1,
 ,6343,M,RECREATIONAL FISH W/O LICENSE,113-174.1(A),20071019,20131130,Blank,20071019,20131130,No,20131130,1,
 ,6344,M,IMPROPER USE GILL NETS ICWW,15ANCAC3J.0103,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6345,M,FISH W/O HAVE LIC/ASSIGN/ENDOR,113-168.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6346,M,REFUSE EXHIBIT LIC/ASSGN/ENDOR,113-168.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6347,M,REC FISH COM EQUIP WO GEAR LIC,113-173(A),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6348,M,TAKE/POSS UNDERSIZE OYS <=20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6349,M,TAKE/POSS UNDERSIZE OYS >20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6350,M,TAKE/POSS UNDERSIZE CLAM <=20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6351,M,TAKE/POSS UNDERSIZE CLAM >20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6352,M,TAKE/POSS UNDERSIZE CRAB <=20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6353,M,TAKE/POSS UNDERSIZE CRAB >20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6354,M,TAKE/POS UNDRSIZE FINFISH<=20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6355,M,TAKE/POS UNDRSIZE FINFISH>20%,113-134.1,20071019,20211130,Blank,20071019,20211130,No,20211130,1,
 ,6356,M,USE TRAWL NET WKEND CLSD PER,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6357,M,TAKING CRABS IN CLOSED AREA,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6358,M,USE CRAB POTS IN NON-DESG AREA,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6359,M,USE CRAB POTS CLOSED SEASON,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6360,M,LEAVE POT/GILL NET UNATTENDED,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6361,M,USE GILL NETS W/O BUOY/IDENT,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6362,M,USE POTS W/O BUOY/IDENT,113-134.1,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6370,M,ENGAGE WRC ACT NO LIC/PERMIT,113-274,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6371,M,UNLAWFUL TAKING OF FISH,113-292(A)(1),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6372,M,ENGAGE REG ACT NO LIC/PERMIT,113-272.5,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6373,M,SOLELY VIOLATION RULES OF WRC,113-135.1(A),19941001,99999999,Blank,19941001,99999999,No,19941001,0,
 ,6374,M,TAKE MIG WATERFOWL W/O LIC,113-270.3(B)(5),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6375,M,FISH W/SPECIAL DEVICE W/O LIC,113-272.2,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6376,M,FISH W/SPECIAL DEV W/O LIC-NR,113-272.2,20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6377,M,CARRY AXE/SAW HUNT RACCOON/OPO,113-291.1(C),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,6378,M,CARRY AXE/SAW/CL IRN CLSD SEAS,113-291.1(C),20071019,99999999,1,20071019,99999999,No,20071019,0,
 ,6379,M,SET TRAP W/O MET TAG ATTACHED,113-291.6(B),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6380,M,USE TROTLINE W/ LIVE BAIT,113-292(A)(1),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6381,M,FAIL MARK TROTLINE W/NAME/ADD,113-292(A)(1),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6382,M,FAIL RETURN GAME FISH UNHARMED,113-292(A)(1),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6383,M,POSSESS <5 UNDERSIZE FISH,113-292(A)(3),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6384,M,POSS <=3 FISH OVER CREEL LIMIT,113-292(A)(3),20071019,99999999,Blank,20071019,99999999,No,20071019,0,
 ,6397,M,EXCEED PERSONAL SHELLFISH LIMT,113-169.2(I),20131201,99999999,Blank,20131201,99999999,No,20131201,0,
 ,6401,M,PERS WTRCRFT RENTAL INSURANCE,75A-13.3(C2),20131201,99999999,2,20131201,99999999,No,20131201,0,
 ,6402,M,POS ALCOHOL IN STATE PARK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6403,M,CAMPING VIOLATIONS,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6404,M,REMOVE/DISTURB/ETC PLANT/ROCK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6405,M,COLL PLANT/ANIMAL/MINRL NO PER,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6406,M,UNLAWFUL USE METAL DETECTORS,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6407,M,SWIM/WADE/BATHE UNDESIGN AREA,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6408,M,PUBLIC NUDITY IN PARKS,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6409,M,CARRY/DEP GLASS/METAL PK BEACH,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6410,M,DISPOSE HH/BUS GARBAGE PRK CNT,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6411,M,ENT/REM PK BEF/AFT HRS W/O PER,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6412,M,BATHE ANIMAL/WASH CLOTHES PARK,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6413,M,DRIVE VEH IN PK NOT DES VEH TR,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6414,M,DR UNLIC VEH/MTR/MN-BIKE IN PK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6415,M,PARK IN UNDESIGNATED AREAS,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6416,M,LEV VEH UNATT>12 HR/ONGT NO PT,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6417,M,OBSTRUCT TRAFFIC IN A PARK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6418,M,BOAT/RAFT/CANOE IN SWIM AREA,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6419,M,LAUNCH BOAT/RAFT/CAN UND AREA,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6420,M,PART ATH CONTEST UNDESIG AREA,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6421,M,RIDE/UNLOAD HORSE UNDESIG AREA,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6422,M,FISHING IN UNDESIGNATED AREAS,143B-135.16,20171201,20191130,3,20171201,20191130,No,20191130,1,
 ,6423,M,FISH W/O PAYING REQUIRED FEES,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6424,M,COLL LIVE SPEC FISH BAIT IN PK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6425,M,SET FIRE UNDESIGNATED PLACE,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6426,M,SET FIRE WHEN PROH BY PARK EMP,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6427,M,FAIL TEND FIRE DESIGNATED PLAC,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6428,M,PROD NOISE/MUS/ETC ANN/DIST PK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6429,M,POSS/CONS/SALE ALC BEV IN PARK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6430,M,POSS/CONS/SALE CONT SUB PARK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
 ,6431,M,BEING INTOXICATED IN A PARK,143B-135.16,20171201,99999999,3,20171201,99999999,No,20171201,0,
